Title,Release Year,Distributor,Production,Longitude,Latitude
Chance Season 2,2017,Hulu,TVM Productions Inc.,-122.4130739,37.7913967
Nine Months,1995,Twentieth Century Fox Film Corp.,1492 Pictures,-122.44878,37.7698924
Love & Taxes,2014,,Bad Company Films,-122.42204,37.7562898
Dawn of the Planet of the Apes,2014,Twentieth Century Fox,"Fox Louisiana Productions, LLC",-122.4091939,37.7920536
The Game,1997,Polygram Filmed Entertainment,Polygram Filmed Entertainment,-122.4069884,37.7900488
Bullitt,1968,Warner Brothers,Warner Brothers / Seven Arts Seven Arts,-122.4420204,37.7946105
A Taiwanese Tale of Two Cities,2018,Netflix,Envision Productions Inc.,-122.418291,37.7530804
Fairyland,2023,Lionsgate,Portals of the Past LLC,-122.3924312,37.7573748
Mrs. Doubtfire,1993,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,-122.3927897,37.7932769
Experiment in Terror,1962,Columbia Pictures,Columbia Pictures Corporation,-122.3967727,37.7933931
Ant-Man,2015,Walt Disney Studios Motion Pictures,"PYM Particles Productions, LLC",-122.3977904,37.7934117
A Man on The Inside,2024,Netflix,"Universal Television, LLC",-122.4116073,37.8080746
The Last Black Man in San Francisco,2019,A24,"LBMISF, LLC",-122.3757745,37.7322136
"Budding Prospects, Pilot",2017,Amazon,Picrow Streaming Inc.,-122.4126218,37.7422572
Quicksilver,1986,Columbia Pictures,Columbia Pictures Corporation,-122.4012774,37.791795
Looking,2014,Home Box Office (HBO),"Mission Street Productions, LLC",-122.4066183,37.787552
The Phone/Jexi,2019,Lionsgate,CBS Films Inc.,-122.3926144,37.7574316
Ballers Season 3,2017,HBO,"Chori Perros Productions, LLC",-122.4100923,37.7923883
Tales of the City,2019,Netflix,Universal Television LLC,-122.4065996,37.7976052
The Presidio,1988,Paramount Pictures,Paramount Pictures,-122.4014336,37.7892735
Chance- Season 1 ep106,2016,HULU,TVM Productions,-122.4057559,37.7901568
A View to a Kill,1985,MGM/UA Entertainment Company,Metro-Goldwyn Mayer,-122.3909413,37.7773998
Contagion,2011,Warner Bros. Pictures,The Keres Corporation,-122.3924635,37.7672951
Tales of the City,2019,Netflix,Universal Television LLC,-122.4173724,37.7635614
The Diary of a Teenage Girl,2015,Sony Pictures Classics,"Diary the Movie, LLC",-122.3668348,37.8108709
D.O.A,1950,United Artists,Cardinal Pictures,-122.4091939,37.7920536
"Smile Again, Jenny Lee",2015,,Carlo Caldana/Marguery Films,-122.4791515,37.780586
The Last Black Man in San Francisco,2019,A24,"LBMISF, LLC",-122.4133,37.73888
Need For Speed,2014,Walt Disney Studios Motion Pictures,"Need For Speed Productions, LLC",-122.4123016,37.79176
When We Rise,2017,Amercian Broadcasting Company,Film 49 Productions,-122.4350194,37.7623472
Always Be My Maybe,2019,Netflix,"Isla Productions, LLC",-122.4453785,37.770232
Age of Adaline,2015,,Lionsgate / Sidney Kimmel Entertainment / Lakeshore Entertainment,-122.4063767,37.7811475
The OA Part II,2019,Netflix,Lunar Mining LLC,-122.4044245,37.7771618
Shit and Champagne,2020,,"Shaboom Boom, LLC",-122.4042785,37.8001038
The Princess Diaries,2001,Buena Vista Pictures,Walt Disney Pictures,-122.5137962,37.7783123
GirlBoss,2017,Netflix,"Hippolyta Productions, LLC",-122.4294493,37.7724593
So I Married an Axe Murderer,1993,TriStar Pictures,TriStar Pictures,-122.4225222,37.7650784
Maintenance Required,2025,Amazon MGM Studios,ROUKYA FILMS,-122.4064769,37.7975922
Chance - Season 1 Pilot,2016,HULU,TVM Productions,-122.4102464,37.8007752
"Murder in the First, Season 3",2016,Turner Network Television (TNT),Turner North Center Productions,-122.4247155,37.7778237
Time After Time,1979,Columbia Broadcasting System (CBS),Orion Pictures Corp.,-122.4443547,37.7988553
Sense8,2015,Netflix,"Unpronounceable Productions, LLC",-122.4413641,37.7561883
Birth of the Dragon,2016,Kylin Pictures,"BOTD U.S. Productions, Inc.",-122.4948301,37.7867005
Shang-Chi and the Legend of the Ten Rings,2021,Disney/Marvel,Freelance Restorations LLC,-122.416734,37.7541168
Bitter Melon,2018,"ABS-CBN, Gravitas Ventures",Bitter Melon Film LLC/Mammoth Pictures,-122.4326657,37.7313057
The Matrix Resurrections,2021,Warner Brothers,"Adobe Pictures, Inc.",-122.4076955,37.7848737
The Diary of a Teenage Girl,2015,Sony Pictures Classics,"Diary the Movie, LLC",-122.403488,37.7607559
Sense8 - Season 2,2016,Netflix,"Unpronounceable Productions, LLC",-122.3941616,37.7734603
Copycat,1995,Warner Bros. Pictures,Regency Enterprises,-122.3929881,37.7860548
The Last Black Man in San Francisco,2019,A24,"LBMISF, LLC",-122.38136,37.73879
Looking,2014,Home Box Office (HBO),"Mission Street Productions, LLC",-122.428974,37.7674063
Casualties of War,1989,Columbia Pictures,Columbia Pictures Corporation,-122.4266135,37.7608223
Nash Bridges,2021,USA Nework,"Village NB Productions, LLC",-122.4046394,37.7978403
Looking Season 2 ep 204,2015,HBO,"Mission Street Productions, LLC",-122.4191887,37.7879923
A Man on The Inside,2024,Netflix,"Universal Television, LLC",-122.4243125,37.7984423
Women is Losers,2020,,Look at the Moon Pictures,-122.4138313,37.7471041
Venom,2018,"Columbia Pictures, Sony Pictures Releasing","L.O.Z. Productions, Inc.",-122.4063952,37.7986067
"Budding Prospects, Pilot",2017,Amazon,Picrow Streaming Inc.,-122.4108534,37.7525985
Time After Time,1979,Columbia Broadcasting System (CBS),Orion Pictures Corp.,-122.4121403,37.7922657
Dawn of the Planet of the Apes,2014,Twentieth Century Fox,"Fox Louisiana Productions, LLC",-122.4192417,37.779275
The Phone/Jexi,2019,Lionsgate,CBS Films Inc.,-122.4309229,37.7643864
Chance - Season 1 Pilot,2016,HULU,TVM Productions,-122.4129143,37.7847543
Etruscan Smile,2017,TBD,"Po Valley Productions, LLC",-122.5008374,37.7845037
50 First Dates,2004,Columbia Pictures,Columbia Pictures Corporation,-122.4146499,37.8080677
Surface,2022,Apple TV+,"Apple Studios, LLC",-122.4760613,37.805407
Golden Gate,1994,Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn-Mayer (MGM),-122.4157619,37.7811225
The OA Part II,2019,Netflix,Lunar Mining LLC,-122.3956409,37.7993521
A View to a Kill,1985,MGM/UA Entertainment Company,Metro-Goldwyn Mayer,-122.3921851,37.7947758
Chance Season 2,2017,Hulu,TVM Productions Inc.,-122.4261014,37.7725136
What Dreams May Come,1998,Polygram Filmed Entertainment,Polygram Filmed Entertainment,-122.3699786,37.825284
Nash Bridges,2021,USA Nework,"Village NB Productions, LLC",-122.4152693,37.8041563
Quitters,2015,,"Frederick & Ashbury, LLC.",-122.410427,37.792419
Foul Play,1978,Paramount Pictures,Paramount Pictures,-122.4172704,37.7588719
Sonic the Hedgehog,2020,Paramount Pictures,"Paramount Overseas Productions, Inc.",-122.40086,37.79202
Getting Even with Dad,1994,Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn-Mayer (MGM),-122.39658,37.79021
Invasion of the Body Snatchers,1978,United Artists,Solofilm,-122.4327231,37.7760676
"Smile Again, Jenny Lee",2015,,Carlo Caldana/Marguery Films,-122.4062859,37.7977712
The Last Black Man in San Francisco,2019,A24,"LBMISF, LLC",-122.4185349,37.7560308
The Matrix Resurrections,2021,Warner Brothers,"Adobe Pictures, Inc.",-122.40133,37.79428
The Moon Is in Aquarius,2024,Deskpop Entertainment,TMIIAquarius Movie LLC,-122.4011537,37.7904462
Goliath- Season 4,2021,Amazon Studios,"Picrow, Inc.",-122.4069298,37.7950135
Chance- Season 1 ep102,2016,HULU,TVM Productions,-122.4151417,37.788739
Sonic the Hedgehog,2020,Paramount Pictures,"Paramount Overseas Productions, Inc.",-122.4035145,37.7787489
"Budding Prospects, Pilot",2017,Amazon,Picrow Streaming Inc.,-122.4126145,37.7524122
Sudden Fear,1952,RKO Pictures,Joseph Kaufmann Pictures,-122.4195579,37.8020179
Love & Taxes,2014,,Bad Company Films,-122.421353,37.7558511
Big Eyes,2014,Weinstein Company,Blink & Wink Productions,-122.4023375,37.7939998
The Moon Is in Aquarius,2024,Deskpop Entertainment,TMIIAquarius Movie LLC,-122.41874,37.802139
Etruscan Smile,2017,TBD,"Po Valley Productions, LLC",-122.4008102,37.7942355
"Murder in the First, Season 2",2015,Turner Network Television (TNT),Turner North Center Productions,-122.395262,37.7611617
The Phone/Jexi,2019,Lionsgate,CBS Films Inc.,-122.4047486,37.8052715
"Looking ""Special""",2016,HBO,"Mission Street Productions, LLC",-122.4113891,37.7398411
Milk,2008,Focus Features,Focus Features,-122.4011213,37.7943686
After the Thin Man,1936,Metro-Goldwyn Mayer,Metro-Goldwyn Mayer,-122.4058222,37.8023949
The Rock,1996,Buena Vista Pictures,Hollywood Pictures,-122.3863551,37.771241
Nine Months,1995,Twentieth Century Fox Film Corp.,1492 Pictures,-122.405629,37.7555919
Surface Season 1,2022,Apple TV+,"Apple Studios, LLC",-122.40274,37.78896
Never Die Twice,2001,,Scott / Kelly Films,-122.4327231,37.7760676
Clickbait,2021,Netflix,"MasterKey Studios, Inc.",-122.4024302,37.7964911
Dirty Harry,1971,Warner Brothers,The Malpaso Company,-122.3866097,37.760628
A Night Full of Rain,1978,Warner Bros. Pictures,Liberty Film,-122.3976732,37.7992627
Goliath,2021,Amazon Prime Video,Amazon Studios,-122.4148304,37.7940383
"Murder in the First, Season 1",2014,Turner Network Television (TNT),Turner North Center Productions,-122.4174783,37.80968
The Dead Pool,1988,Warner Bros. Pictures,Warner Bros. Pictures,-122.4899615,37.7875474
Magnum Force,1973,Warner Bros. Pictures,The Malpaso Company,-122.3816274,37.6191145
Birth of the Dragon,2016,Kylin Pictures,"BOTD U.S. Productions, Inc.",-122.4172398,37.7984921
The Princess Diaries,2001,Buena Vista Pictures,Walt Disney Pictures,-122.4289351,37.7216607
Twisted,2004,Paramount Pictures,Paramount Pictures,-122.4071843,37.7992936
Class Action,1991,Twentieth Century Fox Film Corp.,Interscope Communications,-122.4271581,37.7643792
Shit and Champagne,2020,,"Shaboom Boom, LLC",-122.415024,37.772931
Ant-Man and the Wasp,2018,Walt Disney Studios Motion Pictures,"PYM Particles Productions II, LLC",-122.3844933,37.7741457
The Love Bug,1968,Buena Vista Distribution,Walt Disney Productions,-122.4785598,37.8199109
Boys and Girls,2000,Dimension Films,Punch 21 Productions,-122.4505048,37.769187
Nash Bridges,2021,USA Nework,"Village NB Productions, LLC",-122.3875896,37.760562
The Lineup,1958,Columbia Pictures,Pajemer Productions,-122.4205316,37.7795597
Ant-Man,2015,Walt Disney Studios Motion Pictures,"PYM Particles Productions, LLC",-122.42083,37.79049
180,2011,,SPI Cinemas,-122.4383192,37.764426
When We Rise,2017,Amercian Broadcasting Company,Film 49 Productions,-122.4147491,37.7795066
Americana,2015,,Sutro Films LLC,-122.448805,37.7908696
"Murder in the First, Season 1",2014,Turner Network Television (TNT),Turner North Center Productions,-122.4141668,37.7522639
The Phone/Jexi,2019,Lionsgate,CBS Films Inc.,-122.3954694,37.7896052
"Murder in the First, Season 2",2015,Turner Network Television (TNT),Turner North Center Productions,-122.4113408,37.7805058
"Murder in the First, Season 2",2015,Turner Network Television (TNT),Turner North Center Productions,-122.3970097,37.756154
Summertime,2015,14 Distribution,"Creative Monster Productions, Inc.",-122.4327866,37.769982
Looking Season 2 ep 203,2015,HBO,"Mission Street Productions, LLC",-122.4538889,37.7675
Indiana Jones and the Last Crusade,1989,Paramount Pictures,Paramount Pictures,-122.371174,37.8173771
It Came From Beneath the Sea,1955,Columbia Pictures,Clover Productions,-122.3931774,37.7277164
Looking,2014,Home Box Office (HBO),"Mission Street Productions, LLC",-122.4104463,37.7857289
"Murder in the First, Season 2",2015,Turner Network Television (TNT),Turner North Center Productions,-122.3951441,37.7558204
GirlBoss,2017,Netflix,"Hippolyta Productions, LLC",-122.4140253,37.7999239
Nash Bridges,2021,USA Nework,"Village NB Productions, LLC",-122.4063311,37.7929863
Nash Bridges,2021,USA Nework,"Village NB Productions, LLC",-122.4418009,37.7926906
Heart Beat,1980,Orion Pictures Corporation,Orion Pictures Corporation,-122.4066213,37.7976271
The Phone/Jexi,2019,Lionsgate,CBS Films Inc.,-122.3974916,37.7870655
Dope Queens,2025,TBD,TomorrowLand Productions Co Inc.,-122.419583,37.786655
Alive,2020,CBS,CBS Corporation - CBS Studios Inc./CBS Television Studios,-122.3908828,37.7938381
Big Eyes,2014,Weinstein Company,Blink & Wink Productions,-122.4101623,37.8014041
Experiment in Terror,1962,Columbia Pictures,Columbia Pictures Corporation,-122.4022503,37.7892447
Nash Bridges,2021,USA Nework,"Village NB Productions, LLC",-122.4074094,37.7824123
Boys and Girls,2000,Dimension Films,Punch 21 Productions,-122.4192417,37.779275
Junior,1994,Universal Pictures,Northern Lights Entertainment,-122.4100923,37.7923883
After the Hunt,2024,Amazon MGM Studios,Big Indie Helios Inc.,-122.4007361,37.7582806
"Smile Again, Jenny Lee",2015,,Carlo Caldana/Marguery Films,-122.4020406,37.7891149
When We Rise,2017,Amercian Broadcasting Company,Film 49 Productions,-122.4073369,37.7846025
The Other Sister,1999,Buena Vista Pictures,Mandeville Films,-122.4101808,37.8016649
Chance Season 2,2017,Hulu,TVM Productions Inc.,-122.4022741,37.8041851
Dope Queens,2025,TBD,TomorrowLand Productions Co Inc.,-122.4163229,37.7864476
Tales of the City,2019,Netflix,Universal Television LLC,-122.4464706,37.792824
Blue Jasmine,2013,Sony Pictures Classics,Perdido Productions,-122.3874941,37.61993
American Graffiti,1973,Universal Pictures',Universal Pictures,-122.4548971,37.7811352
When We Rise,2017,Amercian Broadcasting Company,Film 49 Productions,-122.4121121,37.7678605
Bicentennial Man,1999,Buena Vista Pictures,1492 Pictures,-122.4192417,37.779275
Looking,2014,Home Box Office (HBO),"Mission Street Productions, LLC",-122.5028052,37.7195436
Fremont,2023,Music Box Films,Fremont The Movie LLC,-122.4259924,37.7917772
Getting Even with Dad,1994,Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn-Mayer (MGM),-122.4115702,37.7954186
Vertigo,1958,Paramount Pictures,Alfred J. Hitchcock Productions,-122.4100923,37.7923883
Dirty Harry,1971,Warner Brothers,The Malpaso Company,-122.4547542,37.7383582
"Budding Prospects, Pilot",2017,Amazon,Picrow Streaming Inc.,-122.424981,37.7932989
When a Man Loves a Woman,1994,Buena Vista Pictures,Touchstone Pictures,-122.444467,37.765892
The Towering Inferno,1974,Twentieth Century - Fox,Irwin Allen Productions,-122.4298494,37.789629
Blue Jasmine,2013,Sony Pictures Classics,Perdido Productions,-122.439016,37.8066961
Sister Act 2: Back in the Habit,1993,Buena Vista Pictures,Touchstone Pictures,-122.4037515,37.7924396
The Lineup,1958,Columbia Pictures,Pajemer Productions,-122.4294853,37.7933789
Dope Queens,2025,TBD,TomorrowLand Productions Co Inc.,-122.4217493,37.8044638
Blue Jasmine,2013,Sony Pictures Classics,Perdido Productions,-122.420405,37.7584613
The Dead Pool,1988,Warner Bros. Pictures,Warner Bros. Pictures,-122.41002,37.775904
Women is Losers,2020,,Look at the Moon Pictures,-122.4548745,37.7475379
Etruscan Smile,2017,TBD,"Po Valley Productions, LLC",-122.4391133,37.7849743
A View to a Kill,1985,MGM/UA Entertainment Company,Metro-Goldwyn Mayer,-122.4048082,37.7944675
Nash Bridges,2021,USA Nework,"Village NB Productions, LLC",-122.4039109,37.7589957
Twisted,2004,Paramount Pictures,Paramount Pictures,-122.3875367,37.7859834
"Murder in the First, Season 1",2014,Turner Network Television (TNT),Turner North Center Productions,-122.4101587,37.7440245
Bullitt,1968,Warner Brothers,Warner Brothers / Seven Arts Seven Arts,-122.4329885,37.7976449
The Net,1995,Columbia Pictures,Columbia Pictures Corp.,-122.40069,37.7843234
Invasion of the Body Snatchers,1978,United Artists,Solofilm,-122.4150923,37.7781588
Dreams,2025,The Match Factory GmbH,Suenos Productions LLC,-122.4205316,37.7795597
The Princess Diaries,2001,Buena Vista Pictures,Walt Disney Pictures,-122.4470113,37.7947425
Quitters,2015,,"Frederick & Ashbury, LLC.",-122.4529153,37.7862725
Mrs. Doubtfire,1993,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,-122.4078578,37.7997928
Surface,2022,Apple TV+,"Apple Studios, LLC",-122.4307999,37.772151
Etruscan Smile,2017,TBD,"Po Valley Productions, LLC",-122.4050769,37.8000138
Godzilla,2014,Warner Bros. Pictures,"Nautilus Productions, LLC",-122.4067083,37.7978824
Shit and Champagne,2020,,"Shaboom Boom, LLC",-122.4350906,37.7623336
Sense8,2015,Netflix,"Unpronounceable Productions, LLC",-122.4478247,37.8015802
Chance - Season 1 Pilot,2016,HULU,TVM Productions,-122.4098155,37.8002479
I Am Michael,2015,,That’s Hollywood,-122.4354137,37.7624058
Freebie and the Bean,1974,American Broadcasting Company (ABC),Warner Bros. Pictures,-122.3956663,37.7942169
The Last Black Man in San Francisco,2019,A24,"LBMISF, LLC",-122.435218,37.7627161
Fairyland,2023,Lionsgate,Portals of the Past LLC,-122.4095374,37.7537874
"Looking ""Special""",2016,HBO,"Mission Street Productions, LLC",-122.4189693,37.7754706
Petulia,1968,Warner Brothers / Seven Arts,Warner Brothers / Seven Arts,-122.47709,37.8106117
The Presidio,1988,Paramount Pictures,Paramount Pictures,-122.47709,37.8106117
Sudden Fear,1952,RKO Pictures,Joseph Kaufmann Pictures,-122.4197304,37.8007671
Women is Losers,2020,,Look at the Moon Pictures,-122.4573369,37.7491171
"Murder in the First, Season 2",2015,Turner Network Television (TNT),Turner North Center Productions,-122.3946888,37.7530052
It Came From Beneath the Sea,1955,Columbia Pictures,Clover Productions,-122.4785598,37.8199109
Experiment in Terror,1962,Columbia Pictures,Columbia Pictures Corporation,-122.4505057,37.7576789
Chance- Season 1 ep109,2016,HULU,TVM Productions,-122.4048266,37.7751349
Chance Season 2,2017,Hulu,TVM Productions Inc.,-122.4383558,37.7690522
Ant-Man and the Wasp,2018,Walt Disney Studios Motion Pictures,"PYM Particles Productions II, LLC",-122.4228188,37.8014683
DEVS,2020,FX Network,Minim Productions,-122.39061,37.78801
Big Eyes,2014,Weinstein Company,Blink & Wink Productions,-122.4074198,37.7997083
Mother,1996,Paramount Pictures,Paramount Pictures,-122.4785598,37.8199109
Chance- Season 1 ep102,2016,HULU,TVM Productions,-122.408452,37.7746062
Chance- Season 1 ep102,2016,HULU,TVM Productions,-122.4092654,37.7934919
Looking,2014,Home Box Office (HBO),"Mission Street Productions, LLC",-122.4216732,37.7645244
Swing,2003,Crazy Dreams Entertainment,unlisted,-122.4214374,37.7877221
Ant-Man and the Wasp,2018,Walt Disney Studios Motion Pictures,"PYM Particles Productions II, LLC",-122.4192681,37.8001413
Woman on Top,2000,Fox Searchlight Pictures,Fox Searchlight Pictures,-122.4303648,37.7723837
Ant-Man and the Wasp,2018,Walt Disney Studios Motion Pictures,"PYM Particles Productions II, LLC",-122.4160976,37.7844584
So I Married an Axe Murderer,1993,TriStar Pictures,TriStar Pictures,-122.4065207,37.7822008
